ID,Start Date,End Date,Category,Currency,Goal,Status
5465,5/1/2014,5/31/2014,Games,USD,25000,Success
5466,1/22/2014,3/1/2014,Music,USD,1000,Success
5467,16-Oct-15,,Family & Kids,U.S. Dollar,2500,Failed
5468,2-Feb-16,,Memorials & Funerals,Canadian Dollar,1600,Success
5469,4/12/2014,5/10/2014,Games,USD,1500,Failed
5470,28-Oct-14,,Alumni & Clubs,U.S. Dollar,2000,Failed
5471,4/7/2014,5/8/2014,Games,USD,46000,Success
5472,3/15/2014,4/18/2014,Publishing,USD,500,Success
5473,3/5/2014,4/3/2014,Theater,USD,80000,Failed
5474,4/25/2014,5/25/2014,Dance,GBP,2000,Success
5475,2/18/2014,4/15/2014,Publishing,USD,3000,Success
5476,5/14/2014,6/3/2014,Games,USD,3000,Success
5477,5/1/2014,5/31/2014,Music,USD,3500,Failed
5478,3/22/2014,4/21/2014,Music,USD,1000,Success
5479,14-Jul-12,,Sports & Competitions,U.S. Dollar,2000,Failed
5480,2/28/2014,4/9/2014,Film & Video,USD,40000,Failed
5481,17-Apr-13,,"Health, Illness or Medical",Pound Sterling,10000,Failed
5482,3/28/2014,4/27/2014,Publishing,USD,1000,Success
5483,4/8/2014,5/8/2014,Games,USD,1500,Success
5484,2/19/2014,3/20/2014,Music,USD,8000,Success
5485,4/30/2014,5/31/2014,Food,USD,6000,Failed
5486,1/17/2014,2/11/2014,Food,USD,1000,Success
5487,2/21/2014,3/3/2014,Arts & Creative,USD,1000,Failed
5488,2/26/2014,3/18/2014,Publishing,USD,12625,Failed
5489,4/23/2014,5/18/2014,Technology,AUD,50000,Failed
5490,14-Jul-13,,Travel,U.S. Dollar,5000,Failed
5491,2/18/2014,3/20/2014,Publishing,USD,8000,Success
5492,4/23/2014,5/6/2014,Film & Video,USD,2000,Failed
5493,4-Mar-16,,Sports & Competitions,U.S. Dollar,2500,Failed
5494,5/20/2014,6/19/2014,Music,CAD,1500,Success
5495,2/23/2014,3/25/2014,Publishing,USD,7500,Failed
5496,5/14/2014,6/13/2014,Fashion,USD,1250,Failed
5497,3/10/2014,4/9/2014,Games,USD,2500,Success
5498,4/15/2014,5/25/2014,Arts & Creative,USD,40000,Failed
5499,3/9/2014,4/8/2014,Food,USD,3000,Success
5500,3/10/2014,4/12/2014,Music,USD,8000,Success
5501,1/16/2014,2/15/2014,Publishing,USD,6000,Failed
5502,1/29/2014,2/28/2014,Film & Video,USD,5000,Success
5503,5/20/2014,6/14/2014,Food,CAD,275,Success
5504,2/10/2014,3/16/2014,Music,GBP,2000,Failed
5505,18-Aug-18,"Nov 4, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Success
5506,4/9/2014,5/6/2014,Film & Video,USD,18000,Failed
5507,7-May-14,,Celebrations and Weddings,U.S. Dollar,1000,Failed
5508,5-Oct-15,,Non-profits & Charity,U.S. Dollar,400000,Failed
5509,3/17/2014,4/16/2014,Arts & Creative,USD,1800,Success
5510,3/28/2014,4/27/2014,Games,USD,30000,Success
5511,12/16/2013,1/15/2014,Journalism,CAD,5000,Failed
5512,10-Sep-12,,Alumni & Clubs,U.S. Dollar,20000,Failed
5513,12/17/2013,1/1/2014,Publishing,GBP,6000,Failed
5514,3/4/2014,4/12/2014,Publishing,CAD,3500,Failed
5515,2-Aug-16,,Legal,U.S. Dollar,7500,Success
5516,1/29/2014,2/28/2014,Journalism,USD,40000,Failed
5517,4/2/2014,5/12/2014,Design,USD,5000,Success
5518,4/30/2014,5/28/2014,Games,USD,5000,Failed
5519,1-May-18,,Sports & Competitions,U.S. Dollar,6000,Failed
5520,3/11/2014,4/20/2014,Food,GBP,1500,Failed
5521,2/6/2014,3/15/2014,Arts & Creative,USD,5000,Failed
5522,4/26/2014,5/26/2014,Games,GBP,25000,Failed
5523,17-Dec-15,,Community & Volunteer,U.S. Dollar,38000,Failed
5524,1/30/2014,3/31/2014,Publishing,USD,1500,Failed
5525,1/24/2014,2/23/2014,Publishing,USD,3000,Failed
5526,5/23/2014,6/6/2014,Film & Video,USD,800,Failed
5527,3/13/2014,4/12/2014,Music,GBP,2500,Success
5528,22-Apr-16,,Celebrations and Weddings,Canadian Dollar,5000,Failed
5529,12-Dec-16,,Travel,Canadian Dollar,5000,Failed
5530,12/26/2013,1/26/2014,Arts & Creative,USD,1800,Success
5531,3/24/2014,4/19/2014,Arts & Creative,USD,1000,Failed
5532,5/23/2014,6/2/2014,Technology,USD,3000,Failed
5533,1/22/2014,3/10/2014,Games,USD,888,Success
5534,4/29/2014,5/10/2014,Film & Video,USD,4500,Success
5535,1/13/2014,2/12/2014,Games,USD,15000,Failed
5536,5/6/2014,6/6/2014,Publishing,USD,4500,Success
5537,3/18/2014,4/17/2014,Arts & Creative,USD,7500,Failed
5538,3/14/2014,4/13/2014,Technology,USD,25000,Success
5539,2/24/2014,3/26/2014,Food,USD,4000,Success
5540,2/13/2014,3/15/2014,Crafts,GBP,1000,Failed
5541,3/10/2014,4/7/2014,Arts & Creative,USD,500,Success
5542,4/18/2014,5/13/2014,Games,USD,10000,Failed
5543,4/7/2014,5/12/2014,Design,GBP,7250,Failed
5544,2/15/2014,3/16/2014,Arts & Creative,USD,714,Success
5545,1/10/2014,2/19/2014,Games,CAD,1500,Success
5546,3/12/2014,4/11/2014,Design,USD,35000,Failed
5547,3/10/2014,4/9/2014,Arts & Creative,USD,5000,Failed
5548,2/3/2014,3/5/2014,Publishing,CAD,7484,Failed
5549,2/10/2014,3/12/2014,Technology,USD,10000,Failed
5550,5/22/2014,6/12/2014,Design,USD,10000,Failed
5551,12/18/2013,1/22/2014,Film & Video,USD,1000,Success
5552,1/8/2014,2/7/2014,Film & Video,USD,7500,Success
5553,2/14/2014,3/16/2014,Music,USD,10000,Failed
5554,5/14/2014,6/14/2014,Arts & Creative,GBP,300,Success
5555,1/17/2014,2/28/2014,Music,GBP,500,Failed
5556,9-Apr-15,,Memorials & Funerals,U.S. Dollar,500,Failed
5557,10-Feb-17,,Community & Volunteer,Canadian Dollar,12000,Failed
5558,20-Jul-17,,Memorials & Funerals,U.S. Dollar,25000,Failed
5559,3/4/2014,4/3/2014,Technology,AUD,20000,Failed
5560,12/16/2013,1/15/2014,Arts & Creative,GBP,100,Success
5561,2/19/2014,3/13/2014,Arts & Creative,USD,945,Success
5562,2/22/2014,3/24/2014,Music,USD,35000,Success
5563,5/20/2014,6/19/2014,Arts & Creative,USD,5000,Failed
5564,2/25/2014,3/27/2014,Film & Video,USD,15000,Failed
5565,27-Jun-14,,Veterans & Heroes,U.S. Dollar,500,Success
5566,12/16/2013,12/25/2013,Design,USD,3000,Failed
5567,3/3/2014,4/17/2014,Film & Video,CAD,5000,Failed
5568,24-Aug-13,,Politics,U.S. Dollar,2000,Failed
5569,3/4/2014,3/24/2014,Film & Video,USD,750,Success
5570,2-Apr-15,,Business,Canadian Dollar,3000,Failed
5571,2/28/2014,3/30/2014,Theater,USD,30000,Success
5572,2/26/2014,3/31/2014,Design,GBP,43500,Failed
5573,2/6/2014,3/30/2014,Music,USD,30000,Failed
5574,5/16/2014,6/6/2014,Film & Video,USD,5000,Success
5575,5/6/2014,5/23/2014,Arts & Creative,USD,3500,Success
5576,2/11/2014,3/14/2014,Music,GBP,12500,Success
5577,18-Jun-17,,"Health, Illness or Medical",U.S. Dollar,550,Failed
5578,1/31/2014,3/2/2014,Arts & Creative,USD,30000,Success
5579,4/18/2014,5/28/2014,Design,USD,20000,Failed
5580,12/25/2013,1/29/2014,Games,USD,8500,Failed
5581,1/10/2014,2/5/2014,Film & Video,USD,1500,Success
5582,1/6/2014,1/21/2014,Music,USD,4000,Success
5583,5-Oct-15,,Family & Kids,Pound Sterling,500,Failed
5584,3/18/2014,4/17/2014,Publishing,USD,2000,Success
5585,5/7/2014,6/8/2014,Music,USD,1000,Success
5586,29-Jul-15,,Politics,U.S. Dollar,7000,Failed
5587,5/3/2014,6/2/2014,Arts & Creative,USD,4000,Failed
5588,12-Jun-16,,Family & Kids,Pound Sterling,1000,Failed
5589,4/21/2014,5/21/2014,Film & Video,USD,133000,Success
5590,2/21/2014,3/21/2014,Film & Video,USD,1000,Failed
5591,4/24/2014,5/25/2014,Journalism,USD,12500,Success
5592,1/31/2014,4/1/2014,Film & Video,GBP,300,Success
5593,21-Nov-17,,Sports & Competitions,U.S. Dollar,1000,Failed
5594,12/30/2013,1/29/2014,Music,USD,2000,Success
5595,3/10/2014,4/7/2014,Games,USD,6400,Failed
5596,4/16/2014,5/20/2014,Music,USD,2000,Success
5597,8-Aug-16,,Politics,Canadian Dollar,200,Success
5598,6/11/2014,6/23/2014,Arts & Creative,GBP,500,Success
5599,2/19/2014,3/19/2014,Film & Video,USD,10000,Success
5600,3/4/2014,4/3/2014,Publishing,USD,350,Success
5601,5/25/2014,6/13/2014,Food,USD,200,Failed
5602,3/21/2014,4/20/2014,Publishing,USD,98515,Failed
5603,1/24/2014,2/23/2014,Music,GBP,4000,Failed
5604,4/10/2014,5/10/2014,Food,USD,5000,Failed
5605,1/22/2014,3/23/2014,Film & Video,USD,3000,Failed
5606,5/16/2014,6/1/2014,Arts & Creative,USD,8800,Success
5607,13-Jun-16,,Faith & Religion,U.S. Dollar,1400,Failed
5608,10-Dec-13,,Travel,U.S. Dollar,2000,Failed
5609,3/18/2014,5/17/2014,Arts & Creative,USD,5000,Failed
5610,20-Jan-16,,Sports & Competitions,Pound Sterling,200,Failed
5611,25-Jul-17,,Animals & Humane,Canadian Dollar,18000,Failed
5612,2/28/2014,3/30/2014,Publishing,GBP,5500,Success
5613,7-Dec-12,,Alumni & Clubs,U.S. Dollar,1200,Success
5614,3/24/2014,4/23/2014,Music,GBP,350,Success
5615,5/9/2014,6/8/2014,Arts & Creative,USD,1200,Success
5616,1/1/2014,3/1/2014,Publishing,USD,15000,Failed
5617,5/16/2014,6/16/2014,Publishing,USD,100,Success
5618,1/21/2014,2/20/2014,Publishing,USD,10000,Failed
5619,1-May-17,,Animals & Humane,Canadian Dollar,3500,Failed
5620,3/15/2014,4/14/2014,Games,USD,15000,Failed
5621,3/10/2014,4/7/2014,Music,GBP,7500,Failed
5622,3/23/2014,4/22/2014,Music,USD,700,Failed
5623,3/18/2014,4/17/2014,Technology,USD,7000,Failed
5624,16-Jul-15,,Alumni & Clubs,U.S. Dollar,5000,Failed
5625,3/6/2014,4/5/2014,Publishing,CAD,2500,Failed
5626,2/6/2014,2/28/2014,Photography,USD,10000,Success
5627,19-May-17,,Faith & Religion,U.S. Dollar,35000,Failed
5628,1/25/2014,2/17/2014,Arts & Creative,USD,2000,Success
5629,12/24/2013,2/22/2014,Design,USD,10000,Success
5630,5/27/2014,6/24/2014,Design,USD,3750,Success
5631,5/25/2014,6/17/2014,Music,USD,5000,Success
5632,1/23/2014,2/23/2014,Design,USD,5000,Success
5633,2/7/2014,3/19/2014,Publishing,USD,1500,Failed
5634,2/20/2014,3/22/2014,Film & Video,USD,2000,Success
5635,5/9/2014,6/10/2014,Publishing,USD,5000,Failed
5636,3/30/2014,5/9/2014,Arts & Creative,GBP,2000,Success
5637,1/6/2014,2/5/2014,Music,USD,6500,Success
5638,2/10/2014,3/7/2014,Photography,CAD,7499,Failed
5639,4/3/2014,4/23/2014,Music,AUD,4500,Failed
5640,2/28/2014,3/15/2014,Film & Video,USD,1200,Failed
5641,3/11/2014,4/16/2014,Arts & Creative,USD,5630,Success
5642,12/19/2013,1/13/2014,Publishing,USD,5000,Success
5643,27-May-16,,Travel,U.S. Dollar,5000,Failed
5644,2/11/2014,3/10/2014,Arts & Creative,USD,4000,Success
5645,2/1/2014,3/13/2014,Food,USD,12000,Success
5646,2/11/2014,4/12/2014,Design,USD,20000,Failed
5647,16-Sep-17,,"Health, Illness or Medical",U.S. Dollar,349,Failed
5648,17-Jul-18,"Sep 16, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
5649,3/10/2014,4/9/2014,Arts & Creative,GBP,1000,Failed
5650,2/18/2014,3/4/2014,Film & Video,USD,1000,Success
5651,1/27/2014,2/26/2014,Design,USD,27000,Success
5652,4/1/2014,5/5/2014,Theater,USD,100000,Success
5653,28-Feb-18,,Animals & Humane,Canadian Dollar,3800,Success
5654,1/2/2014,2/1/2014,Music,USD,5000,Failed
5655,25-Jul-18,"Sep 15, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
5656,3/27/2014,4/26/2014,Design,USD,1850,Failed
5657,1/10/2014,3/11/2014,Publishing,USD,9000,Failed
5658,12/22/2013,1/27/2014,Design,USD,13000,Success
5659,5/8/2014,6/15/2014,Arts & Creative,USD,5000,Failed
5660,7-Nov-14,,Animals & Humane,Euro,6000,Failed
5661,2/7/2014,3/9/2014,Games,CAD,100000,Failed
5662,1/6/2014,2/1/2014,Music,USD,2500,Failed
5663,5/15/2014,6/14/2014,Film & Video,USD,26000,Failed
5664,14-Feb-17,,Family & Kids,U.S. Dollar,10000,Failed
5665,3/25/2014,4/26/2014,Games,USD,29650,Success
5666,4/15/2014,5/15/2014,Journalism,USD,2000,Failed
5667,1/24/2014,2/6/2014,Food,USD,500,Success
5668,1/13/2014,2/15/2014,Design,USD,40000,Success
5669,28-Jun-12,,Alumni & Clubs,U.S. Dollar,1000,Failed
5670,3/21/2014,4/20/2014,Publishing,USD,45000,Failed
5671,1/7/2014,2/17/2014,Film & Video,USD,2400,Success
5672,2/24/2014,3/26/2014,Design,USD,10000,Success
5673,2/19/2014,3/21/2014,Film & Video,USD,5500,Success
5674,5/9/2014,6/20/2014,Technology,USD,90000,Failed
5675,1/31/2014,2/28/2014,Publishing,USD,2000,Success
5676,2/23/2014,3/25/2014,Fashion,USD,75000,Failed
5677,1/22/2014,2/21/2014,Games,GBP,50000,Failed
5678,4/2/2014,5/2/2014,Design,AUD,2000,Failed
5679,3/17/2014,5/16/2014,Technology,CAD,15000,Failed
5680,4-Apr-15,,Accidents & Disasters,U.S. Dollar,35000,Failed
5681,1/17/2014,2/21/2014,Photography,USD,500,Failed
5682,3/15/2014,4/15/2014,Film & Video,USD,10000,Success
5683,19-Oct-16,,Legal,Canadian Dollar,27300,Failed
5684,1/6/2014,2/5/2014,Design,USD,3500,Success
5685,5/24/2014,6/22/2014,Arts & Creative,USD,12000,Success
5686,27-Jan-18,,Community & Volunteer,U.S. Dollar,10000,Failed
5687,22-May-18,,Arts & Creative,U.S. Dollar,895,Success
5688,2/13/2014,3/15/2014,Fashion,CAD,12000,Success
5689,12-Oct-15,,Animals & Humane,U.S. Dollar,250,Failed
5690,12/17/2013,1/16/2014,Food,USD,25000,Failed
5691,3/31/2014,5/1/2014,Technology,CAD,20000,Success
5692,4/30/2014,5/30/2014,Film & Video,USD,50000,Success
5693,12-Nov-16,,Education & Schools,U.S. Dollar,2500,Failed
5694,3/10/2014,4/9/2014,Film & Video,GBP,10000,Success
5695,4/8/2014,5/14/2014,Arts & Creative,GBP,750,Success
5696,1/1/2014,1/31/2014,Technology,USD,75000,Failed
5697,24-Aug-16,,Politics,U.S. Dollar,20000,Failed
5698,3/23/2014,4/16/2014,Games,USD,4000,Success
5699,3/6/2014,4/9/2014,Food,CAD,15000,Success
5700,2/12/2014,3/30/2014,Dance,GBP,2400,Failed
5701,1/1/2014,2/1/2014,Film & Video,USD,9550,Failed
5702,16-Jun-14,,Celebrations and Weddings,U.S. Dollar,600,Success
5703,1/6/2014,2/5/2014,Music,USD,5000,Success
5704,1/24/2014,2/23/2014,Fashion,USD,3000,Failed
5705,12/19/2013,1/18/2014,Games,GBP,400,Success
5706,3/17/2014,3/31/2014,Theater,USD,750,Success
5707,2/13/2014,3/30/2014,Design,USD,21000,Failed
5708,4/10/2014,5/10/2014,Music,USD,1500,Success
5709,3-Jul-18,,Animals & Humane,U.S. Dollar,7000,Failed
5710,5/21/2014,6/20/2014,Publishing,USD,5900,Success
5711,3/31/2014,4/30/2014,Film & Video,USD,2000,Success
5712,20-May-16,,Sports & Competitions,U.S. Dollar,3300,Failed
5713,10-Jul-16,,Memorials & Funerals,U.S. Dollar,5000,Failed
5714,3/17/2014,4/16/2014,Dance,USD,3500,Failed
5715,1/22/2014,2/21/2014,Publishing,USD,7500,Failed
5716,4/21/2014,6/20/2014,Film & Video,USD,1130,Failed
5717,8-Mar-14,,Travel,U.S. Dollar,2600,Failed
5718,12/24/2013,1/23/2014,Publishing,USD,12800,Failed
5719,1/16/2014,2/8/2014,Theater,GBP,3000,Success
5720,4/1/2014,5/2/2014,Design,USD,6500,Success
5721,1/18/2014,2/17/2014,Games,USD,17500,Failed
5722,5/22/2014,6/5/2014,Fashion,GBP,20000,Failed
5723,12/16/2013,1/20/2014,Design,USD,12000,Failed
5724,1/28/2014,6/5/2014,Music,USD,10000,Success
5725,5-Oct-13,,Travel,U.S. Dollar,3000,Failed
5726,12/24/2013,1/24/2014,Design,USD,2500,Success
5727,3/24/2014,4/23/2014,Arts & Creative,USD,5500,Success
5728,5/19/2014,6/14/2014,Music,USD,1000,Failed
5729,2/18/2014,3/20/2014,Food,USD,800,Success
5730,12/23/2013,1/20/2014,Photography,USD,16000,Failed
5731,2/21/2014,3/23/2014,Publishing,CAD,5000,Failed
5732,4/4/2014,5/4/2014,Film & Video,USD,80000,Failed
5733,1/17/2014,2/22/2014,Music,USD,7500,Success
5734,2/27/2014,4/4/2014,Technology,USD,250000,Success
5735,30-Oct-17,,Community & Volunteer,Canadian Dollar,800,Success
5736,3/13/2014,4/12/2014,Music,USD,2500,Success
5737,27-Mar-18,,"Health, Illness or Medical",U.S. Dollar,2000,Failed
5738,5/7/2014,6/13/2014,Food,USD,50000,Failed
5739,1/29/2014,2/28/2014,Film & Video,USD,6000,Success
5740,2-Feb-18,,Community & Volunteer,U.S. Dollar,400,Success
5741,2-May-16,,Legal,U.S. Dollar,15000,Failed
5742,7-Jan-14,,Business,U.S. Dollar,5000,Failed
5743,5/19/2014,6/18/2014,Publishing,GBP,500,Success
5744,5/16/2014,6/15/2014,Music,USD,4000,Success
5745,4/18/2014,5/18/2014,Music,USD,4000,Failed
5746,2/20/2014,3/22/2014,Film & Video,USD,500,Success
5747,4/3/2014,5/3/2014,Film & Video,USD,100000,Failed
5748,4-Nov-14,,Accidents & Disasters,U.S. Dollar,500,Success
5749,1/6/2014,3/7/2014,Publishing,USD,7000,Failed
5750,23-Jun-16,,Politics,U.S. Dollar,20000,Failed
5751,6/2/2014,6/23/2014,Crafts,GBP,3500,Failed
5752,2/5/2014,3/7/2014,Arts & Creative,USD,1800,Success
5753,1/29/2014,2/28/2014,Theater,USD,2000,Success
5754,4/30/2014,5/30/2014,Games,AUD,500,Success
5755,3/27/2014,4/26/2014,Arts & Creative,USD,12000,Success
5756,25-Apr-17,,Animals & Humane,U.S. Dollar,2300,Failed
5757,1/9/2014,2/6/2014,Photography,USD,4000,Failed
5758,7-Sep-17,,"Health, Illness or Medical",U.S. Dollar,349,Failed
5759,1/10/2014,2/9/2014,Music,USD,1000,Failed
5760,12/15/2013,1/20/2014,Photography,USD,30000,Failed
5761,2/1/2014,3/3/2014,Arts & Creative,USD,5000,Failed
5762,5/21/2014,6/20/2014,Film & Video,USD,7500,Failed
5763,2/19/2014,3/21/2014,Design,USD,6000,Success
5764,3/24/2014,4/18/2014,Film & Video,GBP,1200,Success
5765,5/10/2014,5/28/2014,Food,USD,20000,Failed
5766,8-Nov-13,,Accidents & Disasters,U.S. Dollar,1500,Failed
5767,4/28/2014,5/28/2014,Publishing,CAD,10000,Failed
5768,4/4/2014,5/14/2014,Publishing,GBP,4000,Failed
5769,2/14/2014,3/16/2014,Food,USD,10000,Failed
5770,12/21/2013,1/12/2014,Music,USD,2800,Success
5771,3/13/2014,4/12/2014,Games,GBP,26000,Failed
5772,4-Aug-15,,Family & Kids,U.S. Dollar,20000,Failed
5773,3/26/2014,4/25/2014,Film & Video,USD,500,Success
5774,3/9/2014,4/9/2014,Film & Video,USD,2500,Failed
5775,2/18/2014,2/26/2014,Theater,USD,800,Success
5776,21-Mar-16,,Legal,Pound Sterling,100000,Failed
5777,12/26/2013,1/25/2014,Film & Video,GBP,3000,Failed
5778,3/4/2014,3/24/2014,Film & Video,USD,4000,Failed
5779,3/13/2014,4/3/2014,Publishing,USD,2000,Success
5780,3/11/2014,4/28/2014,Games,USD,80000,Failed
5781,6-Jun-18,,Animals & Humane,U.S. Dollar,7000,Success
5782,1/2/2014,2/1/2014,Arts & Creative,USD,1500,Failed
5783,2/19/2014,3/6/2014,Film & Video,USD,800,Success
5784,1/5/2014,2/5/2014,Fashion,USD,8500,Failed
5785,5/20/2014,6/1/2014,Arts & Creative,USD,15500,Failed
5786,5-Feb-13,,Education & Schools,Australian Dollar,5000,Success
5787,4/5/2014,5/17/2014,Games,USD,10000,Success
5788,5/16/2014,6/16/2014,Publishing,USD,5000,Failed
5789,5/9/2014,6/8/2014,Technology,USD,1000,Success
5790,4/19/2014,5/9/2014,Games,USD,35000,Failed
5791,2/28/2014,3/30/2014,Food,GBP,6564,Failed
5792,3/9/2014,5/7/2014,Arts & Creative,USD,2000,Failed
5793,7-Feb-14,,Memorials & Funerals,U.S. Dollar,10000,Failed
5794,2/18/2014,3/24/2014,Games,USD,12000,Success
5795,1/23/2014,3/9/2014,Film & Video,USD,3675,Failed
5796,13-Sep-16,,Business,New Zealand Dollar,3000,Failed
5797,3/18/2014,4/17/2014,Food,USD,15000,Failed
5798,6-Sep-16,,Alumni & Clubs,U.S. Dollar,500,Success
5799,2/1/2014,3/3/2014,Arts & Creative,USD,500,Failed
5800,1-Nov-16,,Faith & Religion,U.S. Dollar,3600,Failed
5801,3/25/2014,4/27/2014,Technology,GBP,85000,Failed
5802,3/21/2014,5/10/2014,Games,GBP,250,Failed
5803,12/23/2013,1/22/2014,Fashion,GBP,200,Failed
5804,4-Mar-18,,Community & Volunteer,Pound Sterling,1200,Failed
5805,2/25/2014,3/27/2014,Arts & Creative,USD,5500,Success
5806,28-Feb-18,,Community & Volunteer,Canadian Dollar,2800,Failed
5807,9-May-16,,Sports & Competitions,U.S. Dollar,10000,Failed
5808,30-Jan-18,,"Health, Illness or Medical",U.S. Dollar,8000,Failed
5809,2/5/2014,3/8/2014,Games,USD,75000,Failed
5810,13-Mar-17,,Alumni & Clubs,U.S. Dollar,4500,Failed
5811,1/20/2014,2/19/2014,Design,CAD,20000,Failed
5812,2/25/2014,3/27/2014,Publishing,GBP,9000,Failed
5813,5-Apr-17,,Legal,U.S. Dollar,3000,Failed
5814,2/11/2014,3/13/2014,Technology,USD,10000,Success
5815,4/8/2014,5/23/2014,Design,USD,24894,Failed
5816,2/12/2014,3/15/2014,Film & Video,USD,65000,Failed
5817,5/21/2014,6/9/2014,Fashion,USD,11000,Failed
5818,18-Jan-16,,Legal,U.S. Dollar,25000,Failed
5819,4/17/2014,5/2/2014,Theater,USD,1000,Success
5820,1/29/2014,3/23/2014,Theater,USD,1500,Success
5821,5/10/2014,5/30/2014,Games,USD,16000,Failed
5822,12/15/2013,1/12/2014,Publishing,USD,12000,Success
5823,4/11/2014,5/11/2014,Games,USD,6000,Success
5824,4/24/2014,5/24/2014,Music,GBP,5000,Failed
5825,5/19/2014,6/9/2014,Music,USD,3500,Failed
5826,3/16/2014,4/15/2014,Film & Video,USD,55000,Failed
5827,1/8/2014,2/9/2014,Film & Video,USD,1967,Failed
5828,3/1/2014,3/29/2014,Fashion,USD,5000,Failed
5829,1/8/2014,1/24/2014,Music,GBP,1250,Success
5830,3/21/2014,4/20/2014,Music,USD,3000,Success
5831,17-Mar-17,"Oct 26, 2018

					,

				",Arts & Creative,Canadian Dollar,4200,Failed
5832,12/31/2013,2/19/2014,Publishing,USD,15069,Failed
5833,4/1/2014,5/1/2014,Technology,USD,3500,Failed
5834,3-Jan-16,,Accidents & Disasters,U.S. Dollar,1000,Failed
5835,2/25/2014,4/1/2014,Games,GBP,14900,Success
5836,5-Sep-15,,Business,U.S. Dollar,5000,Failed
5837,1/11/2014,1/31/2014,Film & Video,USD,1000,Success
5838,4/1/2014,5/2/2014,Games,USD,28000,Failed
5839,25-Feb-16,,Politics,Pound Sterling,50000,Failed
5840,2/14/2014,3/17/2014,Photography,USD,3000,Success
5841,4/11/2014,5/11/2014,Photography,USD,2500,Success
5842,12/17/2013,2/8/2014,Film & Video,GBP,1000,Success
5843,23-Jul-12,,Education & Schools,U.S. Dollar,2000,Failed
5844,23-Jul-18,"Sep 20, 2018

					,

				",Community & Volunteer,Canadian Dollar,1000,Failed
5845,1/28/2014,2/22/2014,Music,USD,5550,Failed
5846,2/15/2014,3/17/2014,Publishing,USD,4000,Failed
5847,2/16/2014,3/18/2014,Film & Video,USD,25000,Success
5848,4/29/2014,5/29/2014,Music,USD,4200,Success
5849,4/30/2014,6/3/2014,Technology,USD,65000,Failed
5850,26-Feb-18,,Education & Schools,Euro,20000,Failed
5851,5/21/2014,6/19/2014,Theater,USD,1500,Success
5852,3/28/2014,4/30/2014,Publishing,USD,4500,Success
5853,12/19/2013,1/18/2014,Arts & Creative,USD,10000,Failed
5854,4/29/2014,6/6/2014,Arts & Creative,GBP,11500,Failed
5855,1/14/2014,3/15/2014,Arts & Creative,USD,2000,Failed
5856,4/16/2014,5/15/2014,Theater,GBP,5000,Success
5857,4/11/2014,5/11/2014,Design,CAD,15000,Failed
5858,2/4/2014,2/22/2014,Film & Video,GBP,3000,Success
5859,2/26/2014,3/30/2014,Music,USD,81000,Success
5860,2/4/2014,6/5/2014,Technology,USD,120000,Failed
5861,2/23/2014,3/30/2014,Games,CAD,1500,Success
5862,1/31/2014,3/1/2014,Publishing,USD,1313,Success
5863,1/2/2014,2/11/2014,Design,USD,8000,Success
5864,3/19/2014,4/18/2014,Music,USD,1000,Success
5865,5-Nov-15,,Family & Kids,Canadian Dollar,3000,Failed
5866,5-Feb-16,,Legal,U.S. Dollar,35000,Failed
5867,4/9/2014,5/9/2014,Design,USD,50000,Failed
5868,3/9/2014,4/8/2014,Publishing,USD,3300,Failed
5869,2/28/2014,4/29/2014,Publishing,USD,10000,Failed
5870,4/2/2014,5/2/2014,Fashion,USD,15000,Failed
5871,1/21/2014,2/20/2014,Food,USD,5000,Failed
5872,1/23/2014,3/22/2014,Music,USD,4200,Failed
5873,5/7/2014,6/6/2014,Fashion,USD,10000,Success
5874,3/24/2014,4/23/2014,Food,USD,3000,Success
5875,2/20/2014,3/22/2014,Film & Video,USD,8000,Failed
5876,1/8/2014,2/17/2014,Publishing,USD,5798,Failed
5877,3-Nov-12,,Alumni & Clubs,U.S. Dollar,2000,Failed
5878,1/27/2014,2/22/2014,Film & Video,USD,4200,Success
5879,5/14/2014,6/14/2014,Crafts,USD,2000,Failed
5880,3/20/2014,4/19/2014,Film & Video,USD,15000,Failed
5881,4/14/2014,5/14/2014,Arts & Creative,USD,30000,Failed
5882,3/10/2014,4/9/2014,Photography,USD,2000,Success
5883,3-Mar-15,,Politics,Euro,1000,Failed
5884,2/1/2014,2/20/2014,Music,USD,25000,Failed
5885,5/6/2014,6/5/2014,Publishing,USD,7500,Failed
5886,1/31/2014,3/2/2014,Film & Video,USD,6500,Failed
5887,3/28/2014,4/27/2014,Music,USD,15000,Success
5888,26-Mar-17,,Legal,U.S. Dollar,5000,Failed
5889,3/12/2014,4/11/2014,Music,USD,10000,Success
5890,1-Sep-16,,Legal,U.S. Dollar,2500,Failed
5891,2/13/2014,3/15/2014,Food,USD,1200,Success
5892,18-Sep-15,,Family & Kids,U.S. Dollar,7500,Failed
5893,5/17/2014,5/29/2014,Design,USD,12000,Failed
5894,1/6/2014,2/9/2014,Film & Video,USD,22500,Success
5895,3/23/2014,4/22/2014,Design,USD,10000,Failed
5896,12/18/2013,1/19/2014,Publishing,GBP,5380,Failed
5897,10-Jul-18,,Community & Volunteer,U.S. Dollar,25000,Failed
